,back_legroom,body_type,dealer_zip,engine_type,exterior_color,front_legroom,fuel_tank_volume,fuel_type,has_accidents,horsepower,interior_color,is_new,make_name,maximum_seating,price,theft_title,torque,transmission,transmission_display,wheel_system,wheelbase,year
1976907,--,SUV / Crossover,84043,V6,Volcano Gray Metallic,--,19.8 gal,Gasoline,True,340.0,Black,False,Porsche,5 seats,52998.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2017
1976953,--,Coupe,84043,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,89830.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976966,--,SUV / Crossover,84043,V6,Quartzite Grey Metallic,--,23.7 gal,Gasoline,,335.0,Black/Bordeaux Red,True,Porsche,5 seats,90090.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976989,--,SUV / Crossover,84043,V8,Rhodium Silver Metallic,67 in,26.4 gal,Gasoline,False,570.0,Black,False,Porsche,5 seats,98998.0,False,590 lb-ft @ 2500 RPM,A,Automatic,AWD,114 in,2017
1977048,--,SUV / Crossover,84043,V6,Cashmere Beige Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,90330.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1977067,--,Coupe,84043,V6,Carrara White Metallic,--,23.7 gal,Gasoline,,434.0,Black,True,Porsche,5 seats,109470.0,,405 lb-ft @ 1800 RPM,A,Automatic,AWD,114 in,2020
1977168,--,Sedan,84043,V6,Volcano Grey Metallic,--,23.7 gal,Gasoline,,330.0,Black,True,Porsche,5 seats,109770.0,,331 lb-ft @ 1340 RPM,A,Automatic,AWD,116.1 in,2020
1977187,--,Sedan,84043,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,False,440.0,Black,False,Porsche,4 seats,111500.0,False,405 lb-ft @ 1750 RPM,A,Automatic,AWD,116.1 in,2019
1977277,--,Coupe,84043,V6,Chalk,--,23.7 gal,Gasoline,,434.0,Gray (Slate Grey),True,Porsche,5 seats,131670.0,,405 lb-ft @ 1800 RPM,A,Automatic,AWD,114 in,2020
1984252,--,Coupe,84020,H6,Gold,41.6 in,17.9 gal,Gasoline,False,580.0,None,False,Porsche,4 seats,289995.0,False,,A,7-Speed Automatic,AWD,96.5 in,2018
1985544,36 in,SUV / Crossover,84107,V6,GTS Red,40.6 in,26.4 gal,Gasoline,False,290.0,Brown (Havanna/Sand Beige),False,Porsche,5 seats,9981.0,False,273 lb-ft @ 3000 RPM,A,6-Speed Automatic,AWD,112.4 in,2008
1988803,--,SUV / Crossover,83814,V8,Black,--,26.4 gal,Gasoline,False,385.0,None,False,Porsche,5 seats,12998.0,False,369 lb-ft @ 3500 RPM,A,6-Speed Automatic,AWD,112.4 in,2008
1988828,--,SUV / Crossover,83001,V6,Blue,67 in,26.4 gal,Gasoline,False,420.0,None,False,Porsche,5 seats,57900.0,False,406 lb-ft @ 1350 RPM,A,Automatic,AWD,114 in,2018
1991061,--,Coupe,99212,H6,WHITE,41.6 in,16.9 gal,Gasoline,False,475.0,Black,False,Porsche,2 seats,123999.0,False,,A,Automatic,RWD,96.7 in,2014
1994641,--,Coupe,84115,H6,Red,43 in,20 gal,Gasoline,False,247.0,Brown (Tan),False,Porsche,4 seats,74996.0,False,228 lb-ft @ 4800 RPM,M,5-Speed Manual,AWD,89.4 in,1992
1994752,,Coupe,84115,,Blue,,,,False,,Black,False,Porsche,,350000.0,False,,A,Automatic,,,2011
1995341,--,Coupe,99216,H6,None,41.6 in,16.9 gal,Gasoline,False,475.0,None,False,Porsche,2 seats,124997.0,False,,A,Automatic,RWD,96.7 in,2015
1996001,,Coupe,99019,,Silver,,,,False,,None,False,Porsche,,66995.0,False,,A,Automatic,,,2012
1996008,--,SUV / Crossover,99019,V6,Gray,--,19.8 gal,Gasoline,False,400.0,None,False,Porsche,5 seats,39995.0,False,406 lb-ft @ 1350 RPM,A,Automatic,AWD,110.5 in,2015
1996020,--,SUV / Crossover,99019,V6,Silver,--,19.8 gal,Gasoline,False,400.0,None,False,Porsche,5 seats,36995.0,False,406 lb-ft @ 1350 RPM,A,Automatic,AWD,110.5 in,2015
1996059,--,SUV / Crossover,99019,V6 Hybrid,Brown,67 in,26.4 gal,Hybrid,False,380.0,None,False,Porsche,5 seats,26995.0,False,428 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2014
1996081,--,SUV / Crossover,99019,I4,Gray,--,19.8 gal,Gasoline,False,252.0,None,False,Porsche,5 seats,39995.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
1996101,--,Coupe,99019,H6,Carmine Red,41.6 in,16.9 gal,Gasoline,False,370.0,Black/Bordeaux Red,False,Porsche,4 seats,98995.0,False,331 lb-ft @ 1700 RPM,A,Automatic,AWD,96.5 in,2019
1996169,33.3 in,Sedan,83814,V6,Black,41.9 in,21.1 gal,Gasoline,False,310.0,Bi-Color Black/Lux Beige,False,Porsche,4 seats,39998.0,False,295 lb-ft @ 3750 RPM,A,Automatic,AWD,114.9 in,2015
1996274,--,Convertible,84095,H6,White,41.6 in,18 gal,Gasoline,False,400.0,Black,False,Porsche,4 seats,86998.0,False,325 lb-ft @ 5600 RPM,A,Automatic,AWD,96.5 in,2016
1996311,--,SUV / Crossover,99019,I4,White,--,19.8 gal,Gasoline,,252.0,None,True,Porsche,5 seats,42995.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2018
1996353,--,SUV / Crossover,99019,I4,White,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,65420.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1996357,--,SUV / Crossover,99019,I4,Gray,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,65520.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1996477,--,SUV / Crossover,99019,I4,Silver,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,65850.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2019
1996482,--,SUV / Crossover,99019,,White,--,19.8 gal,,False,400.0,None,False,Porsche,5 seats,68995.0,False,406 lb-ft @ 1350 RPM,A,Automatic,AWD,110.5 in,2018
1996539,--,Coupe,99019,H6,White,41.6 in,16.9 gal,Gasoline,False,400.0,None,False,Porsche,4 seats,79995.0,False,325 lb-ft @ 5600 RPM,A,Automatic,RWD,96.5 in,2015
1996586,--,SUV / Crossover,99019,I4,White,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,66030.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1996593,--,SUV / Crossover,99019,I4,Black,--,19.8 gal,Gasoline,False,252.0,Black,True,Porsche,5 seats,49995.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2018
1996597,--,SUV / Crossover,99019,I4,Sapphire Blue Metallic,--,19.8 gal,Gasoline,,252.0,None,True,Porsche,5 seats,49995.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2018
1996603,--,SUV / Crossover,99019,I4,None,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,68200.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1996613,--,SUV / Crossover,99019,I4,Sapphire Blue,--,19.8 gal,Gasoline,,252.0,None,True,Porsche,5 seats,49995.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2018
1996623,--,SUV / Crossover,99019,I4,Gray,--,19.8 gal,Gasoline,,252.0,Black,True,Porsche,5 seats,49995.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2018
1996630,--,SUV / Crossover,99019,I4,None,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,69780.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1996772,--,SUV / Crossover,99019,I4,Volcano Grey Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,72540.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1996803,--,SUV / Crossover,99019,V6,Black,--,19.8 gal,Gasoline,,348.0,Black,True,Porsche,5 seats,73550.0,,352 lb-ft @ 1360 RPM,A,Automatic,AWD,110.5 in,2020
1996807,14 in,Coupe,99019,H6,Red,33 in,--,Gasoline,False,200.0,None,False,Porsche,4 seats,54995.0,False,185 lb-ft @ 4800 RPM,M,5-Speed Manual,RWD,89.4 in,1984
1996860,--,SUV / Crossover,99019,I4,White,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,59440.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2019
1996889,--,SUV / Crossover,99019,I4,Black,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,62650.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1996916,--,SUV / Crossover,99019,I4,Black,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64700.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1996932,--,SUV / Crossover,99019,I4,Blue,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,65110.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1996953,--,SUV / Crossover,99019,V6,None,--,23.7 gal,Gasoline,,335.0,None,True,Porsche,5 seats,91460.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1996961,--,SUV / Crossover,99019,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,92130.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1996977,,Sedan,99019,,None,,,Electric,,,None,True,Porsche,,146030.0,,,A,2-Speed Automatic,AWD,,2020
1997001,,Sedan,99019,,None,,,Electric,,,None,True,Porsche,,196510.0,,,A,2-Speed Automatic,AWD,,2020
1997007,--,Sedan,99019,V6,Black,--,23.7 gal,Gasoline,,330.0,Black,True,Porsche,4 seats,127880.0,,331 lb-ft @ 1340 RPM,A,Automatic,AWD,116.1 in,2019
1997118,--,SUV / Crossover,84047,V8,GTS Red,--,26.4 gal,Gasoline,True,385.0,Brown (Sand Beige Leather Interior),False,Porsche,5 seats,11900.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,112.4 in,2009
1997551,33.3 in,Sedan,84047,V8,GT Silver Metallic,41.9 in,15.2 gal,Gasoline,False,500.0,Black Leather Interior,False,Porsche,4 seats,39900.0,False,516 lb-ft @ 4500 RPM,A,Automatic,AWD,114.9 in,2012
2000340,--,Convertible,99218,H6,BLACK,41.6 in,16 gal,Gasoline,False,250.0,Black,False,Porsche,2 seats,15980.0,True,225 lb-ft @ 4500 RPM,M,5-Speed Manual,RWD,95.2 in,2001
2000824,--,Convertible,62701,H6,Dark Blue Metallic,41.6 in,16.9 gal,Gasoline,False,400.0,Brown (Luxor Beige),False,Porsche,4 seats,81900.0,False,325 lb-ft @ 5600 RPM,M,Manual,RWD,92.5 in,2013
2000972,--,Coupe,62701,H6,Carrara White Metallic,41.6 in,16.9 gal,Gasoline,False,420.0,Graphite Blue/Chalk,False,Porsche,4 seats,115900.0,False,368 lb-ft @ 1700 RPM,A,Automatic,AWD,96.5 in,2019
2001001,--,Convertible,62701,H6,GT Silver Metallic,--,16.9 gal,Gasoline,False,502.0,Black with Red Stitching,False,Porsche,2 seats,304900.0,False,346 lb-ft @ 6250 RPM,M,Manual,RWD,96.7 in,2019
2001171,--,Coupe,62701,H6,Vesuvio Metallic (Paint to Sample),41.6 in,16.9 gal,Gasoline,False,700.0,Black with Platinum Grey Stitching,False,Porsche,2 seats,314900.0,False,553 lb-ft @ 2500 RPM,A,Automatic,RWD,96.5 in,2018
2001187,--,Coupe,62701,H6,Jet Black Metallic,41.6 in,17.9 gal,Gasoline,False,580.0,Black/Bordeaux Red,False,Porsche,4 seats,179900.0,False,,A,Automatic,AWD,96.5 in,2019
2001216,--,SUV / Crossover,62701,V6,White,67 in,26.4 gal,Gasoline,False,420.0,Brown (Luxor Beige),False,Porsche,5 seats,57900.0,False,406 lb-ft @ 1350 RPM,A,Automatic,AWD,114 in,2017
2001284,--,Coupe,62701,H6,Carrara White,41.6 in,17.7 gal,Gasoline,False,480.0,Brown (Sand Beige),False,Porsche,4 seats,84900.0,False,460 lb-ft @ 1950 RPM,A,Automatic,AWD,92.5 in,2008
2001296,14 in,Coupe,62701,H6,Silver Metallic,33 in,--,Gasoline,False,214.0,Gray (Silk Grey),False,Porsche,4 seats,99900.0,False,195 lb-ft @ 4800 RPM,M,Manual,RWD,89.4 in,1989
2001393,--,SUV / Crossover,62701,V6,Jet Black Metallic,--,23.7 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,69900.0,False,331 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2019
2001436,--,SUV / Crossover,62701,I4,White,--,19.8 gal,Gasoline,,248.0,Gray (Agate Grey/Pebble Grey),True,Porsche,5 seats,67810.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
2001463,--,SUV / Crossover,62701,I4,Carrara White Metallic,--,19.8 gal,Gasoline,,248.0,Gray (Agate Grey/Pebble Grey),True,Porsche,5 seats,70180.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
2001464,--,SUV / Crossover,62701,V6,Black,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,51900.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2017
2001509,--,SUV / Crossover,62701,I4,White,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64170.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
2001533,--,SUV / Crossover,62701,I4,Black,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64300.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
2001574,--,SUV / Crossover,62701,V6,Jet Black Metallic,--,19.8 gal,Gasoline,,348.0,Gray (Agate Grey),True,Porsche,5 seats,78260.0,,352 lb-ft @ 1360 RPM,A,Automatic,AWD,110.5 in,2020
2001588,--,SUV / Crossover,62701,V6,Black,--,23.7 gal,Gasoline,False,335.0,Black,False,Porsche,5 seats,69900.0,False,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001590,--,SUV / Crossover,62701,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64870.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
2001601,--,SUV / Crossover,62701,I4,Night Blue Metallic,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,64890.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
2001604,--,SUV / Crossover,62701,V6,Quartzite Grey Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,80770.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001619,33.3 in,Sedan,62703,V6,GREY,41.9 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,4 seats,26975.0,False,295 lb-ft @ 3750 RPM,A,Automatic,RWD,114.9 in,2011
2001622,--,SUV / Crossover,62701,I4,Black,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64920.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
2001642,--,Coupe,62701,H6,Night Blue Metallic,41.6 in,16.9 gal,Gasoline,False,420.0,Black,False,Porsche,4 seats,99900.0,False,368 lb-ft @ 1700 RPM,A,Automatic,AWD,96.5 in,2017
2001657,--,SUV / Crossover,62701,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,82410.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001674,--,Coupe,62701,V6,White,--,23.7 gal,Gasoline,,434.0,Black,True,Porsche,5 seats,108900.0,,405 lb-ft @ 1800 RPM,A,Automatic,AWD,114 in,2020
2001684,--,SUV / Crossover,62701,V6,Quartzite Grey Metallic,--,23.7 gal,Gasoline,,434.0,Black,True,Porsche,5 seats,117690.0,,405 lb-ft @ 1800 RPM,A,Automatic,AWD,114 in,2020
2001691,--,Coupe,62701,H6,Jet Black Metallic,41.6 in,16.9 gal,Gasoline,False,500.0,Black with Red Stitching,False,Porsche,2 seats,175900.0,False,339 lb-ft @ 6000 RPM,M,Manual,RWD,96.7 in,2018
2001698,--,SUV / Crossover,62701,V6,Jet Black Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,82960.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001713,--,SUV / Crossover,62701,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,83100.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001721,,Coupe,62703,H6,SILVER,,,Gasoline,False,,Gray,False,Porsche,,32975.0,False,,A,Automatic,RWD,,2005
2001737,--,SUV / Crossover,62701,V6,Moonlight Blue Metallic,--,23.7 gal,Gasoline,,335.0,Graphite Blue/Chalk,True,Porsche,5 seats,83510.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001747,--,Sedan,62701,V6,Gentian Blue Metallic,--,23.7 gal,Gasoline,,330.0,Black,True,Porsche,4 seats,120300.0,,331 lb-ft @ 1340 RPM,A,Automatic,AWD,116.1 in,2020
2001750,--,Coupe,62703,H6,GREEN,--,16.9 gal,Gasoline,False,385.0,Brown (TAN),False,Porsche,4 seats,40150.0,False,310 lb-ft @ 4400 RPM,A,Automatic,RWD,92.5 in,2009
2001770,--,SUV / Crossover,62701,V6,White,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,87790.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001774,--,Coupe,62701,V6,Quartzite Grey Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,88750.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001802,,Sedan,62701,,Black,,,Electric,,,Bordeaux Red/Black,True,Porsche,,132860.0,,,A,Automatic,AWD,,2020
2001813,,Coupe,62701,,White,,,,False,,None,False,Porsche,,134900.0,False,,,,,,2016
2001815,--,Coupe,62701,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,90840.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001825,--,Sedan,62701,V6,White,--,23.7 gal,Gasoline,,440.0,Black,True,Porsche,5 seats,124830.0,,405 lb-ft @ 1750 RPM,A,Automatic,AWD,116.1 in,2020
2001835,--,Coupe,62701,V6,White,--,23.7 gal,Gasoline,,335.0,Black/Bordeaux Red,True,Porsche,5 seats,95250.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2001838,36 in,SUV / Crossover,62702,V8,BLACK,40.6 in,26.4 gal,Gasoline,False,385.0,None,False,Porsche,5 seats,16488.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,112.4 in,2010
2001848,--,Coupe,62701,H6,Black,--,16.9 gal,Gasoline,,443.0,Black,True,Porsche,4 seats,135530.0,,390 lb-ft @ 2300 RPM,A,Automatic,RWD,96.5 in,2020
2001851,--,Coupe,62701,H6,Guards Red,41.6 in,16.9 gal,Gasoline,False,475.0,Black,False,Porsche,2 seats,137900.0,False,,A,Automatic,RWD,96.7 in,2015
2001853,,Coupe,62701,,None,,,,False,,None,False,Porsche,,146900.0,False,,,,,,2016
2001870,--,SUV / Crossover,62701,V6,Black,--,23.7 gal,Gasoline,,434.0,Black,True,Porsche,5 seats,101700.0,,405 lb-ft @ 1800 RPM,A,Automatic,AWD,114 in,2020
2001875,--,Coupe,62701,H6,Black,--,16.9 gal,Gasoline,,443.0,Black,True,Porsche,4 seats,137720.0,,390 lb-ft @ 2300 RPM,A,Automatic,RWD,96.5 in,2020
2001894,--,SUV / Crossover,62701,V8,White,--,23.7 gal,Gasoline,,541.0,Black,True,Porsche,5 seats,149280.0,,568 lb-ft @ 1960 RPM,A,Automatic,AWD,114 in,2020
2001899,--,Sedan,62701,V6,White,--,23.7 gal,Gasoline,,330.0,Black,True,Porsche,5 seats,102430.0,,331 lb-ft @ 1340 RPM,A,Automatic,AWD,116.1 in,2020
2001917,--,SUV / Crossover,62701,V8,Jet Black Metallic,--,23.7 gal,Gasoline,,541.0,Black/Bordeaux Red,True,Porsche,5 seats,154780.0,,568 lb-ft @ 1960 RPM,A,Automatic,AWD,114 in,2020
2001969,,Sedan,62701,,Volcano Grey Metallic,,,Electric,,,Bordeaux Red/Black,True,Porsche,,170850.0,,,A,Automatic,AWD,,2020
2001979,,Coupe,62701,,White,,,,False,,White,False,Porsche,,198900.0,False,,,,,,2018
2001991,,Sedan,62701,,White,,,Electric,,,Black,True,Porsche,,187130.0,,,A,Automatic,AWD,,2020
2001995,,Coupe,62701,,White,,,,False,,White,False,Porsche,,249000.0,False,,A,Automatic,,,2019
2002030,,Coupe,62701,,None,,,,False,,None,False,Porsche,,194900.0,False,,,,,,2019
2002052,--,Coupe,62701,H6,White,--,14.3 gal,Gasoline,False,385.0,Black,False,Porsche,2 seats,138900.0,False,309 lb-ft @ 4750 RPM,A,Automatic,RWD,97.8 in,2016
2002090,--,SUV / Crossover,62701,V6,Volcano Grey Metallic,--,19.8 gal,Gasoline,False,340.0,Gray (Agate Grey),False,Porsche,5 seats,55900.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2018
2002120,--,Coupe,62701,H6,Racing Yellow,41.6 in,16.9 gal,Gasoline,False,475.0,Black,False,Porsche,2 seats,129900.0,False,,A,Automatic,RWD,96.7 in,2015
2002123,--,Sedan,62701,V6,Black,--,23.7 gal,Gasoline,False,330.0,Black,False,Porsche,4 seats,75900.0,False,331 lb-ft @ 1340 RPM,A,Automatic,AWD,116.1 in,2018
2002155,--,Coupe,62701,H6,Carrara White,--,17.7 gal,Gasoline,False,450.0,Black,False,Porsche,2 seats,199900.0,False,317 lb-ft @ 6750 RPM,M,Manual,RWD,92.7 in,2011
2002256,--,SUV / Crossover,62701,V6,Carrara White Metallic,67 in,26.4 gal,Gasoline,False,300.0,Umber/Cream,False,Porsche,5 seats,32900.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2014
2002286,14 in,Coupe,62629,H6,Black,33 in,--,Gasoline,False,214.0,Black,False,Porsche,4 seats,59975.0,False,195 lb-ft @ 4800 RPM,M,5-Speed Manual,RWD,89.4 in,1987
2002773,--,SUV / Crossover,60540,V6,Volcano Gray Metallic,--,19.8 gal,Gasoline,False,360.0,Black,False,Porsche,5 seats,49499.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2003521,--,Sedan,84116,V8,Black,--,21.1 gal,Gasoline,False,677.0,Black,False,Porsche,4 seats,111199.0,False,,A,Automatic,AWD,116.1 in,2018
2004408,--,SUV / Crossover,62690,V8,Brown,67 in,26.4 gal,Gasoline,False,500.0,None,False,Porsche,5 seats,31998.0,False,516 lb-ft @ 4500 RPM,A,8-Speed Automatic,AWD,114 in,2013
2005031,33.3 in,Sedan,84116,V8,Gray,41.9 in,26.4 gal,Gasoline,True,440.0,Black,False,Porsche,4 seats,43992.0,False,384 lb-ft @ 3500 RPM,A,Automatic,AWD,115 in,2016
2005140,--,Convertible,84116,H6,Platinum Silver Metallic,41.6 in,14.3 gal,Gasoline,False,320.0,Black,False,Porsche,2 seats,43999.0,False,,M,6-Speed Manual,RWD,95.1 in,2011
2005178,--,Convertible,84010,H6,Yellow,41.6 in,16 gal,Gasoline,False,250.0,Black,False,Porsche,2 seats,11900.0,False,225 lb-ft @ 4500 RPM,M,6-Speed Manual,RWD,95.2 in,2002
2005380,--,SUV / Crossover,84107,V8,BLACK,--,26.4 gal,Gasoline,False,500.0,Black,False,Porsche,5 seats,13995.0,False,516 lb-ft @ 2250 RPM,A,Automatic,AWD,112.4 in,2008
2005452,--,SUV / Crossover,84043,V6,White,67 in,26.4 gal,Gasoline,True,300.0,None,False,Porsche,5 seats,41995.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2017
2007280,--,Coupe,84107,H6,Guards Red,--,16.9 gal,Gasoline,False,325.0,None,False,Porsche,2 seats,47921.0,False,273 lb-ft @ 4500 RPM,,,RWD,97.4 in,2014
2007961,--,SUV / Crossover,84043,V8,Blue,--,22.4 gal,Gasoline,True,400.0,Brown (Tan),False,Porsche,5 seats,20995.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,114 in,2011
2008603,--,Convertible,84660,H6,Arctic Silver Metallic,41.6 in,17 gal,Gasoline,False,296.0,Black,False,Porsche,2 seats,18903.0,False,258 lb-ft @ 4600 RPM,A,Automatic,AWD,92.6 in,1999
2008702,--,Coupe,84043,H6,Black,41.6 in,16.9 gal,Gasoline,False,355.0,None,False,Porsche,4 seats,57995.0,False,295 lb-ft @ 4600 RPM,A,5-Speed Automatic,RWD,93 in,2006
2009383,--,SUV / Crossover,63376,V6,Carrara White Metallic,--,23.7 gal,Gasoline,False,335.0,Black,False,Porsche,5 seats,74490.0,False,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2013223,--,SUV / Crossover,63376,V6,White,--,19.8 gal,Gasoline,False,340.0,None,False,Porsche,5 seats,33990.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2015
2014174,--,Convertible,63366,H6,Silver,41.6 in,16.9 gal,Gasoline,False,245.0,Black,False,Porsche,2 seats,15950.0,False,201 lb-ft @ 4600 RPM,M,5-Speed Manual,RWD,95.1 in,2007
2015595,--,SUV / Crossover,84107,V6,Blue,--,19.8 gal,Gasoline,False,340.0,None,False,Porsche,5 seats,36998.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2016648,36 in,SUV / Crossover,63367,V8,Basalt Black Metallic,40.6 in,26 gal,Gasoline,True,340.0,Black/Steel Grey Leather,False,Porsche,5 seats,12995.0,False,310 lb-ft @ 2500 RPM,A,Automatic,AWD,112.4 in,2006
2017010,--,Convertible,84043,H6,Black,41.6 in,16.9 gal,Gasoline,False,310.0,Black,False,Porsche,2 seats,29900.0,False,,A,Automatic,RWD,95.1 in,2010
2017289,,SUV / Crossover,63033,,None,,,,False,,None,False,Porsche,,42985.0,False,,A,8-Speed Automatic,,,2017
2017652,--,Convertible,62095,H6,Rhodium Silver Metallic,41.6 in,17.9 gal,Gasoline,False,520.0,Black,False,Porsche,4 seats,118888.0,False,487 lb-ft @ 1950 RPM,A,7-Speed Automatic,AWD,96.5 in,2014
2017941,,SUV / Crossover,63033,V6,None,,,Gasoline,False,,None,False,Porsche,,26995.0,False,,M,6-Speed Manual,,,2014
2021836,33.3 in,Sedan,62269,V8,Black,41.9 in,15.2 gal,Gasoline,False,500.0,Black,False,Porsche,4 seats,42038.0,False,516 lb-ft @ 4500 RPM,A,7-Speed Automatic,AWD,114.9 in,2012
2027224,33.3 in,Sedan,84115,V8,Black,41.9 in,21.1 gal,Gasoline,False,400.0,Brown (Tan),False,Porsche,4 seats,28995.0,False,369 lb-ft @ 3500 RPM,A,Automatic,RWD,114.9 in,2010
2028153,--,Convertible,63088,H6,Silver,41.6 in,16 gal,Gasoline,False,415.0,Blue,False,Porsche,4 seats,51995.0,False,415 lb-ft @ 2700 RPM,M,Manual,AWD,92.5 in,2004
